"","postalcode","formal.address","location.lat","location.lng","bounds.northeast.lat","bounds.northeast.lng","bounds.southwest.lat","bounds.southwest.lng"
"267","2275TA","2275 TA Voorburg, Netherlands",52.0592,4.3452,52.0609,4.3469,52.0582,4.3435
"268","2275XR","2275 XR Voorburg, Netherlands",52.0668,4.3543,52.0685,4.3562,52.0658,4.3528
"269","2281GH","2281 GH Rijswijk, Netherlands",52.0562,4.3426,52.0583,4.3451,52.0556,4.3398
"270","2281SV","2281 SV Rijswijk, Netherlands",52.0586,4.3387,52.0598,4.3404,52.0584,4.337
"271","2282CW","2282 CW Rijswijk, Netherlands",52.0531,4.3385,52.0545,4.3396,52.0518,4.3376
"272","2282EH","2282 EH Rijswijk, Netherlands",52.0523,4.3393,52.0532,4.341,52.0517,4.3376
"273","2282EM","2282 EM Rijswijk, Netherlands",52.0541,4.3379,52.0558,4.3398,52.0531,4.3362
"274","2282GH","2282 GH Rijswijk, Netherlands",52.0511,4.3349,52.052,4.336,52.0506,4.3341
"275","2282HK","2282 HK Rijswijk, Netherlands",52.0489,4.3346,52.0493,4.3355,52.048,4.3337
"276","2282KJ","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"277","2282KW","2282 KW Rijswijk, Netherlands",52.0452,4.3369,52.0466,4.3384,52.0439,4.3363
"278","2282MR","2282 MR Rijswijk, Netherlands",52.0554,4.3321,52.0561,4.3333,52.0547,4.3299
"279","2282RD","2282 RD Rijswijk, Netherlands",52.056,4.3332,52.0574,4.3352,52.0547,4.3315
"280","2282RH","2282 RH Rijswijk, Netherlands",52.0543,4.3342,52.056,4.3364,52.0532,4.3329
"281","2282RL","2282 RL Rijswijk, Netherlands",52.0545,4.3366,52.0559,4.3398,52.0532,4.3345
"282","2282TT","2282 TT Rijswijk, Netherlands",52.0519,4.3333,52.0884,4.3922,52.0507,4.3325
"283","2282TV","2282 TV Rijswijk, Netherlands",52.0515,4.3322,52.0521,4.3327,52.0507,4.3309
"284","2282XV","2282 XV Rijswijk, Netherlands",52.0493,4.3406,52.0505,4.3422,52.049,4.3388
"285","2282XX","2282 XX Rijswijk, Netherlands",52.0485,4.3419,52.0491,4.3436,52.0477,4.3402
"286","2283JK","2283 JK Rijswijk, Netherlands",52.0464,4.3316,52.0468,4.3319,52.0454,4.3301
"287","2283SL","2283 SL Rijswijk, Netherlands",52.0444,4.3185,52.0447,4.3186,52.0433,4.3167
"288","2283TC","2283 TC Rijswijk, Netherlands",52.0493,4.3222,52.0511,4.3289,52.0418,4.3155
"289","2284CS","2284 CS Rijswijk, Netherlands",52.0372,4.3169,52.0381,4.3175,52.0367,4.3157
"290","2284HE","2284 HA Rijswijk, Netherlands",52.0407,4.3149,52.0421,4.3165,52.0394,4.3145
"291","2285BA","2285 BA Rijswijk, Netherlands",52.0381,4.3042,52.0385,4.3046,52.0372,4.3028
"292","2285DB","2285 DB Rijswijk, Netherlands",52.0369,4.2942,52.0389,4.2963,52.0348,4.2915
"293","2285EM","2285 EM Rijswijk, Netherlands",52.035,4.3056,52.0358,4.3074,52.0344,4.304
"294","2285HW","2285 HW Rijswijk, Netherlands",52.0357,4.2961,52.0375,4.2977,52.0347,4.2943
"295","2285JV","2285 JV Rijswijk, Netherlands",52.0322,4.2994,52.0334,4.3022,52.0307,4.2969
"296","2285KM","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"297","2285VX","2285 VX Rijswijk, Netherlands",52.0343,4.3105,52.0357,4.3123,52.0329,4.3086
"298","2286BB","2286 BB Rijswijk, Netherlands",52.0301,4.3123,52.0316,4.3147,52.0288,4.3098
"299","2286BK","2286 BK Rijswijk, Netherlands",52.0282,4.3116,52.033,4.3129,52.0262,4.3084
"300","2286CG","2286 CG Rijswijk, Netherlands",52.0293,4.3057,52.0305,4.3066,52.0291,4.3048
"301","2286KC","2286 KC Rijswijk, Netherlands",52.0204,4.3244,52.0232,4.3262,52.0166,4.3207
"302","2286KL","2286 KL Rijswijk, Netherlands",52.0145,4.3295,52.0163,4.3336,52.0124,4.3235
"303","2286KM","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"304","2286KZ",NA,NA,NA,NA,NA,NA,NA
"305","2286LW","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"306","2286LX","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"307","2286LZ","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"308","2286PJ","2286 PJ Rijswijk, Netherlands",52.0311,4.3083,52.0318,4.3117,52.0303,4.3066
"309","2286PS","2286 PS Rijswijk, Netherlands",52.0278,4.3087,52.0291,4.3112,52.0264,4.3076
"310","2286RA","2286 RA Rijswijk, Netherlands",52.0296,4.3087,52.0318,4.31,52.029,4.3064
"311","2286SM","2286 SM Rijswijk, Netherlands",52.03,4.3108,52.0303,4.3115,52.0289,4.3096
"312","2286VB","2286 VB Rijswijk, Netherlands",52.0269,4.3144,52.0288,4.3177,52.0261,4.3141
"313","2286WC","2286 WB Rijswijk, Netherlands",52.0226,4.3259,52.0231,4.3266,52.0218,4.3248
"314","2286WL","2286 WK Netherlands",52.0185,4.3214,52.0193,4.3227,52.0166,4.3207
"315","2286XA","2286 XA Rijswijk, Netherlands",52.0282,4.3178,52.03,4.3195,52.0273,4.3159
"316","2286XP","2286 XA Rijswijk, Netherlands",52.0282,4.3178,52.03,4.3195,52.0273,4.3159
"317","2286XS","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"318","2286XZ","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"319","2287BD","2287 BD Rijswijk, Netherlands",52.0351,4.3203,52.0366,4.3222,52.0339,4.3169
"320","2287CC","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"321","2287RD","2287 RD Rijswijk, Netherlands",52.0334,4.3184,52.034,4.3201,52.0326,4.3167
"322","2287TT","2287 TT Rijswijk, Netherlands",52.0327,4.3243,52.0338,4.3266,52.0311,4.323
"323","2289BB","2289 BB Rijswijk, Netherlands",52.0284,4.347,52.033,4.3488,52.0263,4.3452
"324","2289BE","2289 BE Rijswijk, Netherlands",52.0258,4.3485,52.0276,4.3514,52.0235,4.3464
"325","2289BL","2289 BL Rijswijk, Netherlands",52.024,4.3486,52.0249,4.3496,52.0222,4.3476
"326","2289BW","2289 BW Rijswijk, Netherlands",52.0283,4.3481,52.0303,4.3488,52.0263,4.3452
"327","2289ED","2289 ED Rijswijk, Netherlands",52.0253,4.3523,52.0261,4.3547,52.0247,4.3512
"328","2289EG","2289 EG Rijswijk, Netherlands",52.0257,4.3529,52.0275,4.3547,52.0247,4.3512
"329","2291CC","2291 CC Wateringen, Netherlands",52.0247,4.2737,52.0264,4.2874,52.0099,4.2715
"330","2291JL","2291 JL Wateringen, Netherlands",52.0239,4.284,52.0247,4.2862,52.0232,4.2828
"331","2291ME","2291 ME Wateringen, Netherlands",52.0192,4.2733,52.0197,4.2741,52.0184,4.2723
"332","2291MH","2291 MH Wateringen, Netherlands",52.0202,4.272,52.0211,4.2727,52.0184,4.2707
"333","2291PW","2291 PW Wateringen, Netherlands",52.0296,4.2753,52.0303,4.2773,52.0289,4.2739
"334","2291PZ","2291 PZ Wateringen, Netherlands",52.0274,4.2766,52.0302,4.2785,52.0262,4.2751
"335","2291RG","2291 RG Wateringen, Netherlands",52.0284,4.2745,52.0304,4.2757,52.0276,4.2721
"336","2291RJ","2291 RJ Wateringen, Netherlands",52.0274,4.2732,52.029,4.2753,52.0263,4.2719
"337","2291VR","2291 VR Wateringen, Netherlands",52.0235,4.2789,52.0248,4.2798,52.0221,4.2777
"338","2291XW","2291 XW Wateringen, Netherlands",52.0211,4.2824,52.0221,4.2842,52.0206,4.2808
"339","2291ZG","2291 ZG Wateringen, Netherlands",52.0283,4.277,52.0289,4.2771,52.0275,4.2753
"340","2292AB","2292 AB Wateringen, Netherlands",52.0193,4.2828,52.0208,4.284,52.018,4.2806
"341","2292BK","2292 BK Wateringen, Netherlands",52.022,4.288,52.0232,4.2892,52.0205,4.2872
"342","2292CM","2292 CM Wateringen, Netherlands",52.0185,4.2891,52.0192,4.2902,52.0178,4.2868
"343","2292DE","2292 DE Wateringen, Netherlands",52.0204,4.2918,52.0218,4.2953,52.0189,4.2888
"344","2292KA","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"345","2294CL","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"346","2295KB","2295 KB Kwintsheul, Netherlands",52.0195,4.2627,52.0215,4.2662,52.0187,4.2596
"347","2295KG","2295 KG Kwintsheul, Netherlands",52.0203,4.2647,52.0226,4.268,52.0187,4.2626
"348","2295KJ","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"349","2295KK","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"350","2295MZ","2295 MZ Kwintsheul, Netherlands",52.0049,4.2675,52.0079,4.2739,52.0027,4.265
"351","2295NZ","2295 NZ Kwintsheul, Netherlands",52.014,4.2552,52.0151,4.2572,52.0124,4.2537
"352","2295PH","2295 PH Kwintsheul, Netherlands",52.0105,4.2561,52.0111,4.2582,52.0097,4.2547
"353","2295PJ","2295 PJ Kwintsheul, Netherlands",52.0106,4.2561,52.0124,4.2582,52.0097,4.2547
"354","2295PL","2295 PL Kwintsheul, Netherlands",52.0135,4.2559,52.015,4.2572,52.0124,4.2551
"355","2295RB","2295 RB Kwintsheul, Netherlands",52.0145,4.2577,52.015,4.2588,52.0136,4.2569
"356","2295SB","2295 SB Kwintsheul, Netherlands",52.0126,4.2686,52.0145,4.2717,52.0118,4.268
"357","2300","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"358","2301SD","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"359","2311BA","2311 BA Leiden, Netherlands",52.1524,4.486,52.1539,4.4892,52.1512,4.4839
"360","2311HL","2311 HL Leiden, Netherlands",52.1554,4.501,52.156,4.5026,52.1546,4.4992
"361","2311JW","2311 JW Leiden, Netherlands",52.1554,4.4957,52.1562,4.4961,52.1548,4.4943
"362","2311KK","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"363","2311TM","2311 TM Leiden, Netherlands",52.1575,4.4899,52.1591,4.4917,52.155,4.488
"364","2312AT","2312 AT Leiden, Netherlands",52.1655,4.4838,52.166,4.498,52.1561,4.4826
"365","2312AZ","2312 AZ Leiden, Netherlands",52.1639,4.483,52.1647,4.4844,52.162,4.4807
"366","2312CG","2312 CG Leiden, Netherlands",52.1632,4.4861,52.1645,4.4877,52.1618,4.4856
"367","2312CX","2312 CX Leiden, Netherlands",52.1625,4.4978,52.1641,4.4991,52.1614,4.497
"368","2312JL","2312 JL Leiden, Netherlands",52.1563,4.4978,52.1575,4.4996,52.156,4.4961
"369","2312RC","2312 RC Leiden, Netherlands",52.1628,4.4892,52.1631,4.4907,52.1617,4.4872
"370","2312RJ","2312 RJ Leiden, Netherlands",52.1621,4.4972,52.1628,4.4988,52.1614,4.4954
"371","2312VT","2312 VT Leiden, Netherlands",52.1605,4.4945,52.1616,4.497,52.1601,4.4935
"372","2313BJ","2313 BJ Leiden, Netherlands",52.1516,4.493,52.1524,4.4955,52.1509,4.4904
"373","2313ET","2313 ET Leiden, Netherlands",52.1539,4.5046,52.1559,4.5059,52.1532,4.5038
"374","2316CJ","2316 CJ Leiden, Netherlands",52.1648,4.4951,52.1655,4.496,52.1642,4.4942
"375","2316CL","2316 CL Leiden, Netherlands",52.1646,4.4964,52.1655,4.4976,52.1641,4.4958
"376","2316EE","2316 EE Leiden, Netherlands",52.1676,4.5029,52.1679,4.5046,52.1665,4.5011
"377","2316EX","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"378","2316GR","2316 GR Leiden, Netherlands",52.1683,4.5014,52.1693,4.5032,52.1679,4.4997
"379","2316JV","2316 JV Leiden, Netherlands",52.1633,4.5046,52.1638,4.5056,52.1625,4.5037
"380","2316RD","2316 RD Leiden, Netherlands",52.1669,4.5049,52.1678,4.5062,52.1651,4.5041
"381","2316VP","2316 VP Leiden, Netherlands",52.167,4.489,52.1684,4.4899,52.1657,4.4879
"382","2316XR","2316 XR Leiden, Netherlands",52.1666,4.4883,52.1672,4.4897,52.1657,4.4863
"383","2316ZN","2316 ZN Leiden, Netherlands",52.1683,4.4877,52.1698,4.4885,52.1671,4.4865
"384","2317AK","2317 AK Leiden, Netherlands",52.1724,4.5074,52.173,4.5087,52.1716,4.5069
"385","2317AL","2317 AL Leiden, Netherlands",52.1724,4.5044,52.1732,4.5071,52.1717,4.5036
"386","2317BJ","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"387","2317EE","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"388","2317JN","2317 JN Leiden, Netherlands",52.1805,4.5101,52.1809,4.5116,52.1795,4.5098
"389","2317MP","2317 MP Leiden, Netherlands",52.1777,4.5038,52.1785,4.5047,52.1771,4.5028
"390","2317MR","2317 MR Leiden, Netherlands",52.1765,4.5029,52.1772,4.5045,52.1758,4.5026
"391","2317XK","2317 XK Leiden, Netherlands",52.18,4.5151,52.182,4.5167,52.178,4.5128
"392","2317ZC","2317 ZC Leiden, Netherlands",52.1738,4.5109,52.1743,4.5122,52.1728,4.5087
"393","2321KW","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"394","2324GE","2324 GE Leiden, Netherlands",52.1421,4.4721,52.1425,4.4726,52.1411,4.4708
"395","2324KE","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"396","2324LX","2324 LX Leiden, Netherlands",52.1535,4.4712,52.1545,4.4729,52.1531,4.4695
"397","2331DR","2331 DR Leiden, Netherlands",52.1546,4.4496,52.1553,4.4518,52.1539,4.4483
"398","2331EW","2331 EW Leiden, Netherlands",52.1543,4.4534,52.1552,4.4551,52.1537,4.4516
"399","2331HH","2331 HH Leiden, Netherlands",52.1544,4.4463,52.1555,4.4486,52.1527,4.4435
"400","2331KX","2331 KX Leiden, Netherlands",52.1513,4.4482,52.1527,4.4498,52.15,4.4463
"401","2332EV","2332 EV Leiden, Netherlands",52.1572,4.4703,52.1585,4.472,52.1558,4.4683
"402","2332TR","2332 TR Leiden, Netherlands",52.1615,4.4668,52.1626,4.4677,52.1612,4.4659
"403","2334BK","2334 BK Leiden, Netherlands",52.1722,4.4769,52.1729,4.4776,52.1715,4.4757
"404","2341BL","2341 BL Oegstgeest, Netherlands",52.1844,4.4653,52.1853,4.4665,52.1826,4.463
"405","2341JN","2341 JN Oegstgeest, Netherlands",52.1801,4.4741,52.181,4.4756,52.1796,4.4721
"406","2341XV","2341 XV Oegstgeest, Netherlands",52.1795,4.4539,52.1804,4.4558,52.179,4.4524
"407","2343AZ","2343 AZ Oegstgeest, Netherlands",52.1915,4.4676,52.1931,4.4694,52.1904,4.4657
"408","2343DT","2343 DT Oegstgeest, Netherlands",52.1928,4.4764,52.1942,4.4777,52.1915,4.4757
"409","2343LC","2343 LC Oegstgeest, Netherlands",52.1954,4.4742,52.1969,4.4749,52.1942,4.4728
"410","2343NM","2343 NM Oegstgeest, Netherlands",52.1965,4.4803,52.198,4.4849,52.1952,4.4779
"411","2343XL","2343 XL Oegstgeest, Netherlands",52.19,4.4708,52.1904,4.4722,52.189,4.4687
"412","2351CR","2351 CR Leiderdorp, Netherlands",52.154,4.5434,52.1557,4.545,52.1493,4.5327
"413","2352CM","2352 CM Leiderdorp, Netherlands",52.1622,4.5244,52.1631,4.5251,52.1617,4.5232
"414","2352HG","2352 HG Leiderdorp, Netherlands",52.1599,4.5282,52.1603,4.5295,52.1589,4.5261
"415","2353DB","2353 DB Leiderdorp, Netherlands",52.1722,4.5365,52.1734,4.5382,52.1705,4.5331
"416","2353RD","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"417","2353TC","2353 TC Leiderdorp, Netherlands",52.1618,4.5345,52.1627,4.5365,52.16,4.533
"418","2361XE","2361 XE Warmond, Netherlands",52.1975,4.4957,52.1988,4.4981,52.0632,4.3166
"419","2371EJ","2371 EJ Roelofarendsveen, Netherlands",52.2029,4.6349,52.205,4.6453,52.2023,4.6334
"420","2374BD","2374 BD Oud Ade, Netherlands",52.1904,4.5633,52.1922,4.5643,52.1895,4.5622
"421","2375XV","2375 XV Rijpwetering, Netherlands",52.1934,4.5785,52.1942,4.5794,52.1915,4.5773
"422","2377DH","2377 DH Oude Wetering, Netherlands",52.2127,4.6423,52.2144,4.6433,52.2117,4.6401
"423","2381KD","2381 KD Zoeterwoude, Netherlands",52.1216,4.4938,52.1231,4.4954,52.1203,4.492
"424","2391NP","2391 NP Hazerswoude-Dorp, Netherlands",52.0819,4.6329,52.0832,4.6347,52.0791,4.631
"425","2394CN","2394 CN Hazerswoude-Rijndijk, Netherlands",52.1312,4.5985,52.1339,4.6033,52.1281,4.5903
"426","2394XM","2394 XM Hazerswoude-Rijndijk, Netherlands",52.126,4.5918,52.1272,4.5929,52.1245,4.5908
"427","2401AR","2401 AR Alphen aan den Rijn, Netherlands",52.1438,4.6554,52.1447,4.6581,52.1432,4.6546
"428","2401DS","2401 DS Alphen aan den Rijn, Netherlands",52.1498,4.654,52.1514,4.656,52.1487,4.6523
"429","2401KE","2401 KE Alphen aan den Rijn, Netherlands",52.1562,4.6576,52.1566,4.6601,52.1551,4.655
"430","2401MT","2401 MT Alphen aan den Rijn, Netherlands",52.1558,4.6462,52.157,4.6471,52.1543,4.6434
"431","2401PC","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"432","2402EH","2402 EH Alphen aan den Rijn, Netherlands",52.1452,4.6709,52.1468,4.6716,52.144,4.6695
"433","2402PX","2402 PX Alphen aan den Rijn, Netherlands",52.1528,4.6722,52.1547,4.6746,52.1507,4.6706
"434","2402WC","2402 WC Alphen aan den Rijn, Netherlands",52.1441,4.6626,52.1458,4.6646,52.1417,4.6609
"435","2402XX","2402 XX Alphen aan den Rijn, Netherlands",52.1407,4.6727,52.1414,4.674,52.14,4.6705
"436","2403AX","2403 AX Alphen aan den Rijn, Netherlands",52.142,4.6776,52.1425,4.6791,52.1411,4.6756
"437","2403BL","2403 BL Alphen aan den Rijn, Netherlands",52.1405,4.6783,52.1411,4.6789,52.1398,4.677
"438","2403BX","2403 BX Alphen aan den Rijn, Netherlands",52.1393,4.6798,52.1411,4.6821,52.1384,4.6768
"439","2403VV","2403 VV Alphen aan den Rijn, Netherlands",52.1446,4.686,52.1449,4.6877,52.1434,4.6842
"440","2404GT","2404 GT Alphen aan den Rijn, Netherlands",52.1341,4.6556,52.1354,4.6566,52.134,4.6547
"441","2404HR","2404 HR Alphen aan den Rijn, Netherlands",52.1402,4.6532,52.1421,4.6544,52.1381,4.6521
"442","2405HR","2405 HR Alphen aan den Rijn, Netherlands",52.1394,4.6573,52.1406,4.6591,52.1392,4.6572
"443","2405XC","2405 XC Alphen aan den Rijn, Netherlands",52.1242,4.6599,52.1246,4.6613,52.1232,4.6578
"444","2405ZY","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"445","2406AH","2406 AH Alphen aan den Rijn, Netherlands",52.1262,4.6634,52.1271,4.665,52.1244,4.6615
"446","2406KA","2406 KA Alphen aan den Rijn, Netherlands",52.1244,4.6711,52.1255,4.6729,52.1228,4.6692
"447","2408DV","2408 DV Alphen aan den Rijn, Netherlands",52.1144,4.6424,52.116,4.6449,52.1132,4.6398
"448","2408HS","2408 HS Alphen aan den Rijn, Netherlands",52.1199,4.6552,52.1221,4.656,52.1181,4.6537
"449","2408JP","2408 JP Alphen aan den Rijn, Netherlands",52.121,4.6477,52.1224,4.6495,52.1197,4.6458
"450","2408MC","2408 MC Alphen aan den Rijn, Netherlands",52.1221,4.6454,52.1238,4.6464,52.1211,4.6443
"451","2408ML","2408 ML Alphen aan den Rijn, Netherlands",52.1237,4.644,52.1253,4.645,52.1225,4.6413
"452","2408MX","2408 MX Alphen aan den Rijn, Netherlands",52.1234,4.6428,52.124,4.6448,52.1225,4.6413
"453","2408TW","2408 TW Alphen aan den Rijn, Netherlands",52.1226,4.6407,52.124,4.6443,52.1199,4.6395
"454","2411AC","2411 AC Bodegraven, Netherlands",52.0865,4.7428,52.0881,4.7451,52.0853,4.7402
"455","2411CS","2411 CS Bodegraven, Netherlands",52.0829,4.7461,52.084,4.7479,52.0813,4.7442
"456","2411DR","2411 DR Bodegraven, Netherlands",52.0778,4.7588,52.0795,4.7617,52.0767,4.7565
"457","2411GX","2411 GX Bodegraven, Netherlands",52.0775,4.7448,52.0787,4.747,52.0773,4.7435
"458","2411KT","2411 KT Bodegraven, Netherlands",52.0767,4.7477,52.0773,4.75,52.0758,4.7465
"459","2411KZ","2411 KZ Bodegraven, Netherlands",52.0757,4.7531,52.0771,4.7549,52.0743,4.7514
"460","2411RZ","2411 RZ Bodegraven, Netherlands",52.0798,4.7579,52.0809,4.7605,52.078,4.7554
"461","2411SE","2411 SE Bodegraven, Netherlands",52.0879,4.7419,52.0894,4.7439,52.0867,4.7402
"462","2411TK","2411 TK Bodegraven, Netherlands",52.0817,4.7519,52.0837,4.7544,52.0786,4.6782
"463","2411TL","2411 TL Bodegraven, Netherlands",52.0809,4.7515,52.0824,4.7526,52.0797,4.7505
"464","2411VC","2411 VC Bodegraven, Netherlands",52.0861,4.7508,52.0877,4.7518,52.085,4.7498
"465","2411XA","2411 XA Bodegraven, Netherlands",52.0893,4.7438,52.0907,4.7458,52.0879,4.7421
"466","2411ZL","2411 ZL Bodegraven, Netherlands",52.0802,4.7407,52.0815,4.7426,52.0788,4.7388
"467","2412AL","2412 AL Bodegraven, Netherlands",52.0776,4.7634,52.0784,4.766,52.077,4.7607
"468","2415AV","2415 AV Nieuwerbrug aan den Rijn, Netherlands",52.0759,4.8201,52.0771,4.8269,52.074,4.8154
"469","2415BW","2415 BW Nieuwerbrug aan den Rijn, Netherlands",52.0849,4.7967,52.0859,4.8066,52.0792,4.7947
"470","2421GV","2421 GV Nieuwkoop, Netherlands",52.1475,4.7705,52.1481,4.7721,52.1467,4.7686
"471","2441EJ","2441 EJ Nieuwveen, Netherlands",52.2105,4.7392,52.2144,4.7439,52.2066,4.7344
"472","2445AP","2445 AP Aarlanderveen, Netherlands",52.1392,4.73,52.1405,4.7313,52.1377,4.7278
"473","2451GC","2451 GC Leimuiden, Netherlands",52.2226,4.6735,52.2238,4.6747,52.2211,4.671
"474","2461EW","2461 EW Ter Aar, Netherlands",52.1782,4.7301,52.183,4.7362,52.1761,4.7262
"475","2461RL","2461 RL Ter Aar, Netherlands",52.1949,4.7114,52.1957,4.7128,52.1943,4.7093
"476","2492HE","2492 HE The Hague, Netherlands",52.0668,4.408,52.0679,4.4085,52.0665,4.4066
"477","2492JM","2492 JM The Hague, Netherlands",52.0649,4.4022,52.0654,4.4032,52.064,4.4014
"478","2492LB","2492 LB The Hague, Netherlands",52.0695,4.4042,52.0707,4.407,52.0679,4.4022
"479","2492LC","2492 LC The Hague, Netherlands",52.071,4.4009,52.0721,4.4026,52.0694,4.3992
"480","2492LX","2492 LX The Hague, Netherlands",52.0674,4.4028,52.0681,4.4052,52.0666,4.4002
"481","2492RD","2492 RD The Hague, Netherlands",52.0603,4.4169,52.0609,4.4187,52.0582,4.4151
"482","2492RR","2492 RR The Hague, Netherlands",52.0616,4.4131,52.0624,4.4157,52.0597,4.4106
"483","2492RS","2492 RS The Hague, Netherlands",52.0613,4.4137,52.0624,4.4157,52.0596,4.4123
"484","2492RW","2492 RV The Hague, Netherlands",52.0626,4.4142,52.0637,4.4159,52.0609,4.4123
"485","2492SJ","2492 SJ The Hague, Netherlands",52.0649,4.4108,52.0664,4.4115,52.0637,4.4094
"486","2492SV","2492 SV The Hague, Netherlands",52.0658,4.4086,52.0666,4.4099,52.0651,4.4064
"487","2492TC","2492 TC The Hague, Netherlands",52.0633,4.4183,52.0649,4.4208,52.062,4.4159
"488","2492TD","2492 TD The Hague, Netherlands",52.0627,4.4182,52.0636,4.4208,52.062,4.4157
"489","2492TE","2492 TE The Hague, Netherlands",52.0621,4.4179,52.0636,4.4206,52.0607,4.4141
"490","2492VZ","2492 VZ The Hague, Netherlands",52.0727,4.4046,52.0733,4.4061,52.0719,4.4042
"491","2492WE","2492 WE The Hague, Netherlands",52.0737,4.4089,52.0745,4.4111,52.0717,4.4077
"492","2492WS","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"493","2492XA","2492 XA The Hague, Netherlands",52.0712,4.4086,52.0732,4.4109,52.0704,4.4073
"494","2493AG","2493 AG The Hague, Netherlands",52.0621,4.3901,52.0632,4.3914,52.0605,4.3878
"495","2493AS","2493 AS The Hague, Netherlands",52.0602,4.3911,52.0619,4.3926,52.0591,4.3878
"496","2493CR","2493 CR The Hague, Netherlands",52.0646,4.3974,52.0656,4.3983,52.0629,4.3963
"497","2493XC","2493 XC The Hague, Netherlands",52.0576,4.4058,52.0586,4.407,52.0573,4.4052
"498","2493XM",NA,NA,NA,NA,NA,NA,NA
"499","2493XW","2493 XW The Hague, Netherlands",52.0577,4.4013,52.0601,4.404,52.0574,4.4003
"500","2493ZP","2493 ZP The Hague, Netherlands",52.0611,4.3971,52.063,4.3995,52.0602,4.3959
