# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 344:         4.447       51.962      -4.30  ROTTERDAM
# 
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag); 
# FG       = Etmaalgemiddelde windsnelheid (in 0.1 m/s); 
# FHX      = Hoogste uurgemiddelde windsnelheid (in 0.1 m/s); 
# TG       = Etmaalgemiddelde temperatuur (in 0.1 graden Celsius); 
# TN       = Minimum temperatuur (in 0.1 graden Celsius); 
# TX       = Maximum temperatuur (in 0.1 graden Celsius); 
# SQ       = Zonneschijnduur (in 0.1 uur) berekend uit de globale straling (-1 voor <0.05 uur); 
# SP       = Percentage van de langst mogelijke zonneschijnduur; 
# DR       = Duur van de neerslag (in 0.1 uur); 
# RH       = Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm); 
# RHX      = Hoogste uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm); 
# 
# STN,YYYYMMDD,   FG,  FHX,   TG,   TN,   TX,   SQ,   SP,   DR,   RH,  RHX
# 
  344,20180131,   77,  110,   69,   20,   97,    2,    2,   65,   62,    9
  344,20180201,   52,   70,   42,   25,   64,   37,   41,   46,   71,   28
  344,20180202,   46,   80,   44,   -8,   72,   30,   33,   40,   59,   16
  344,20180203,   27,   50,   24,   -9,   44,    2,    2,   26,   50,   23
  344,20180204,   53,   90,   21,    2,   42,   45,   49,    4,    1,    1
  344,20180205,   54,   70,   13,  -23,   41,   47,   50,    0,    0,    0
  344,20180206,   35,   60,  -19,  -44,   15,   72,   77,    0,    0,    0
  344,20180207,   18,   30,  -14,  -59,   22,   85,   90,    0,    0,    0
  344,20180208,   35,   50,   18,  -21,   53,   46,   48,    0,   -1,   -1
  344,20180209,   54,   70,    8,   -4,   24,    3,    3,   50,   10,    3
  344,20180210,   48,   90,   35,    7,   67,   62,   64,   33,   17,    7
  344,20180211,   78,  110,   47,   25,   71,   27,   28,   59,   78,   21
  344,20180212,   53,   70,   31,   15,   59,   54,   55,    2,    1,    1
  344,20180213,   60,   80,   29,    0,   66,   87,   89,    0,    0,    0
  344,20180214,   69,   90,   29,   -7,   61,   78,   79,    8,    4,    4
  344,20180215,   58,   90,   49,    4,  100,   39,   39,   53,   49,   14
  344,20180216,   29,   50,   38,   -5,   79,   87,   87,    0,    0,    0
  344,20180217,   20,   30,   20,  -26,   74,   56,   56,    0,    0,    0
  344,20180218,   25,   40,   22,  -44,   80,   89,   88,    0,    0,    0
  344,20180219,   34,   40,   27,   14,   39,    0,    0,    0,   -1,   -1
  344,20180220,   25,   40,   15,  -26,   48,   15,   15,    0,    0,    0
  344,20180221,   27,   50,    6,  -32,   51,   92,   89,    0,    0,    0
  344,20180222,   50,   70,    5,  -26,   52,   92,   89,    0,    0,    0
  344,20180223,   55,   80,   -4,  -38,   35,   80,   77,    0,    0,    0
  344,20180224,   76,   90,   -1,  -33,   43,   85,   81,    0,    0,    0
  344,20180225,   66,   70,  -18,  -43,   18,   95,   90,    0,    0,    0
  344,20180226,   51,   80,  -31,  -56,    5,   86,   81,    0,    0,    0
  344,20180227,   41,   50,  -31,  -64,    6,   92,   86,    0,    0,    0
  344,20180228,   74,  100,  -59,  -80,  -33,   68,   63,    0,   -1,   -1
  344,20180301,  105,  120,  -41,  -78,    4,   45,   41,    0,    0,    0
  344,20180302,   91,  110,  -35,  -66,   -4,   13,   12,   20,    2,    1
  344,20180303,   54,   70,  -14,  -36,   13,   24,   22,   28,    3,    1
  344,20180304,   42,   80,   49,  -12,  106,   39,   35,   42,   52,   22
  344,20180305,   47,   70,   67,   32,  114,   91,   82,    0,   -1,   -1
  344,20180306,   23,   40,   60,   12,  109,   26,   23,    0,   -1,   -1
  344,20180307,   31,   50,   57,    7,   97,   20,   18,   11,    3,    1
  344,20180308,   70,  110,   52,   25,   89,   33,   29,   31,   40,   25
  344,20180309,   38,   60,   68,   26,   99,   33,   29,   49,   37,   12
  344,20180310,   45,   70,  115,   78,  144,   18,   16,   53,   44,   14
  344,20180311,   29,   50,   99,   65,  135,   27,   23,   37,   90,   32
  344,20180312,   42,   60,   99,   57,  133,   25,   22,   29,   25,   11
  344,20180313,   49,   80,   55,   19,   78,    7,    6,   58,   20,    5
  344,20180314,   44,   80,   69,    3,  125,   96,   82,    0,    0,    0
  344,20180315,   65,   90,   72,   44,  103,   19,   16,   97,   73,   13
  344,20180316,   54,   80,   48,    1,   70,    0,    0,   54,   29,   13
  344,20180317,  100,  110,  -13,  -22,    1,    0,    0,    8,    1,    1
  344,20180318,   87,  100,   -7,  -25,   19,   63,   53,    0,    0,    0
  344,20180319,   62,   90,   -3,  -39,   44,  110,   91,    0,    0,    0
  344,20180320,   52,   80,   39,  -22,   81,   99,   82,    2,    1,    1
  344,20180321,   31,   60,   33,  -26,   81,   80,   66,    0,   -1,   -1
  344,20180322,   48,   70,   63,   45,  100,   14,   11,   60,   64,   24
  344,20180323,   55,   80,   62,   50,   72,    5,    4,    0,    0,    0
  344,20180324,   25,   40,   68,   20,  105,   39,   31,    0,    0,    0
  344,20180325,   25,   60,   56,    3,  122,   35,   28,    0,    0,    0
  344,20180326,   25,   60,   50,   -2,  114,   80,   64,    0,    0,    0
  344,20180327,   32,   60,   59,   -2,   88,    9,    7,   62,   31,   10
  344,20180328,   30,   70,   57,   33,   76,    0,    0,  100,  115,   26
  344,20180329,   39,   60,   71,   29,  105,   66,   52,   20,    7,    4
  344,20180330,   45,   70,   89,   63,  132,   18,   14,   28,   47,   25
  344,20180331,   26,   40,   73,   38,  113,   13,   10,    0,   -1,   -1
  344,20180401,   27,   50,   52,   10,   71,    1,    1,   39,  117,   41
  344,20180402,   45,   60,   85,   38,  133,   15,   12,   78,   38,   11
  344,20180403,   57,   90,  121,   89,  169,   40,   31,   46,  113,   39
  344,20180404,   56,   80,  106,   80,  147,   28,   21,    9,    9,    4
  344,20180405,   58,   90,   63,   23,  100,   58,   44,    6,    7,    4
  344,20180406,   54,   80,   99,   32,  149,  119,   90,    0,    0,    0
  344,20180407,   38,   60,  142,   72,  208,   93,   70,    0,    0,    0
  344,20180408,   18,   30,  132,   81,  206,   64,   48,    0,    0,    0
  344,20180409,   35,   50,  116,   86,  156,   10,    7,   19,    6,    3
  344,20180410,   34,   70,  144,   79,  188,   55,   41,   27,  183,  164
  344,20180411,   24,   40,  130,  104,  158,   22,   16,    0,   -1,   -1
  344,20180412,   34,   60,  105,   74,  132,   14,   10,   14,    6,    4
  344,20180413,   28,   50,  100,   56,  134,   29,   21,    0,    0,    0
  344,20180414,   19,   30,  113,   70,  160,   49,   36,   23,   17,    8
  344,20180415,   28,   60,  135,  100,  172,   30,   22,   39,   25,   11
  344,20180416,   41,   60,  109,   74,  145,   96,   69,    4,    1,    1
  344,20180417,   44,   70,  140,   76,  194,  115,   82,    0,    0,    0
  344,20180418,   28,   40,  173,  108,  239,  126,   90,    0,    0,    0
  344,20180419,   28,   50,  194,  129,  275,  126,   89,    0,    0,    0
  344,20180420,   23,   40,  168,   95,  244,  124,   88,    0,    0,    0
  344,20180421,   26,   40,  148,   72,  215,  128,   90,    0,    0,    0
  344,20180422,   40,   70,  175,  111,  252,  101,   71,    0,   -1,   -1
  344,20180423,   53,   70,  120,   98,  149,   92,   64,    0,    0,    0
  344,20180424,   66,  100,  127,   99,  146,    3,    2,    3,    1,    1
  344,20180425,   73,  110,  112,   93,  141,   61,   42,   18,   24,   17
  344,20180426,   67,   90,  102,   79,  130,   85,   58,    8,    9,    6
  344,20180427,   33,   50,  110,   66,  149,   23,   16,    3,    1,    1
  344,20180428,   40,   70,  110,   53,  137,    9,    6,   10,   16,    9
  344,20180429,   38,   70,   97,   55,  121,    0,    0,   88,  166,   63
  344,20180430,   45,  100,   89,   59,  111,    0,    0,  171,  333,   52
  344,20180501,   60,  100,   86,   58,  126,   86,   58,   65,  107,   25
  344,20180502,   61,   90,  113,   64,  167,   99,   66,   13,    9,    5
  344,20180503,   21,   40,  100,   44,  145,  136,   91,    0,    0,    0
  344,20180504,   21,   50,  117,   25,  180,  133,   88,    0,    0,    0
  344,20180505,   33,   50,  147,   61,  213,  138,   91,    0,    0,    0
  344,20180506,   29,   50,  176,   77,  249,  140,   92,    0,    0,    0
  344,20180507,   27,   40,  184,  107,  251,  142,   93,    0,    0,    0
  344,20180508,   19,   30,  193,  108,  272,  142,   93,    0,    0,    0
  344,20180509,   26,   40,  155,  104,  210,  128,   84,    0,    0,    0
  344,20180510,   38,   70,  116,   49,  164,   62,   40,    0,    0,    0
  344,20180511,   26,   40,  135,   29,  189,  110,   71,    0,    0,    0
  344,20180512,   33,   50,  183,  108,  230,   53,   34,    0,    0,    0
  344,20180513,   39,   50,  132,  110,  173,   14,    9,    0,   -1,   -1
  344,20180514,   33,   40,  149,  104,  219,   98,   63,    0,    0,    0
  344,20180515,   31,   50,  177,   97,  242,  143,   91,    0,    0,    0
  344,20180516,   50,   90,  135,   91,  196,   77,   49,    0,    0,    0
  344,20180517,   50,   70,  103,   60,  136,  116,   74,    0,    0,    0
  344,20180518,   33,   40,  101,   56,  134,   25,   16,    0,    0,    0
  344,20180519,   16,   20,  105,   71,  131,    8,    5,    0,    0,    0
  344,20180520,   25,   50,  148,   45,  224,  117,   74,    0,    0,    0
  344,20180521,   37,   70,  189,   96,  260,  111,   70,    0,    0,    0
  344,20180522,   25,   50,  186,  143,  241,   29,   18,   33,   42,   16
  344,20180523,   33,   50,  185,  136,  239,   28,   17,   26,   11,    4
  344,20180524,   35,   50,  176,  133,  207,   25,   16,   27,   15,    5
  344,20180525,   23,   40,  186,  140,  237,   95,   59,    0,    0,    0
  344,20180526,   36,   50,  225,  147,  287,  129,   80,    0,    0,    0
  344,20180527,   41,   60,  212,  163,  262,   49,   30,    0,   -1,   -1
  344,20180528,   31,   40,  234,  152,  294,  122,   75,    0,    0,    0
  344,20180529,   33,   60,  220,  166,  298,   74,   45,   24,  178,   86
  344,20180530,   24,   40,  201,  165,  273,   78,   48,    4,   16,   16
  344,20180531,   22,   60,  195,  149,  242,   83,   51,   14,  162,  111
  344,20180601,   28,   50,  159,  137,  205,   12,    7,   79,  155,   64
  344,20180602,   33,   50,  161,  134,  187,   11,    7,   15,   33,   29
  344,20180603,   25,   40,  180,  120,  235,  119,   72,    0,    0,    0
  344,20180604,   30,   40,  173,  142,  220,   67,   41,    0,    0,    0
  344,20180605,   35,   50,  155,  121,  189,   73,   44,    0,    0,    0
  344,20180606,   28,   40,  187,  110,  264,  153,   93,    0,    0,    0
  344,20180607,   20,   50,  191,  135,  275,   89,   54,    0,    0,    0
  344,20180608,   20,   40,  179,  154,  235,   17,   10,   16,   10,    9
  344,20180609,   30,   40,  187,  149,  233,   82,   49,    0,    0,    0
  344,20180610,   35,   50,  175,  127,  218,  101,   61,    0,    0,    0
  344,20180611,   45,   70,  175,  114,  231,  130,   78,    0,    0,    0
  344,20180612,   38,   60,  148,  127,  164,   27,   16,    0,    0,    0
  344,20180613,   32,   50,  153,  116,  183,   89,   53,    0,    0,    0
  344,20180614,   53,   90,  164,  132,  203,   33,   20,   14,    8,    5
  344,20180615,   19,   30,  181,  130,  234,   73,   44,    0,    0,    0
  344,20180616,   47,   70,  166,  143,  200,   48,   29,    0,   -1,   -1
  344,20180617,   60,   70,  161,  142,  188,   37,   22,    4,    1,    1
  344,20180618,   63,   80,  169,  149,  192,   36,   22,    7,    2,    2
  344,20180619,   37,   50,  183,  146,  214,    6,    4,    0,    0,    0
  344,20180620,   45,   70,  185,  151,  242,   74,   44,    0,    0,    0
  344,20180621,   65,   90,  139,  112,  165,   71,   42,    0,   -1,   -1
  344,20180622,   54,   80,  125,   73,  162,   14,    8,    0,   -1,   -1
  344,20180623,   28,   40,  145,   70,  195,  104,   62,    0,    0,    0
  344,20180624,   31,   50,  149,   92,  186,   57,   34,    0,    0,    0
  344,20180625,   31,   50,  160,  113,  208,   96,   57,    0,    0,    0
  344,20180626,   31,   50,  161,   82,  218,  155,   93,    0,    0,    0
  344,20180627,   42,   60,  178,  108,  238,  137,   82,    0,    0,    0
  344,20180628,   36,   60,  212,  137,  275,  153,   92,    0,    0,    0
  344,20180629,   37,   60,  190,  136,  256,  155,   93,    0,    0,    0
  344,20180630,   43,   60,  215,  129,  288,  153,   92,    0,    0,    0
  344,20180701,   63,   80,  215,  157,  272,  153,   92,    0,    0,    0
  344,20180702,   54,   80,  208,  117,  274,  153,   92,    0,    0,    0
  344,20180703,   41,   60,  199,  127,  264,  151,   91,    0,    0,    0
  344,20180704,   30,   40,  188,  135,  254,  130,   78,    0,    0,    0
  344,20180705,   24,   40,  179,  119,  228,  139,   84,    0,    0,    0
  344,20180706,   22,   40,  196,  132,  260,   99,   60,    0,    0,    0
  344,20180707,   21,   40,  193,  118,  254,  115,   70,    0,    0,    0
  344,20180708,   26,   50,  187,  125,  245,  129,   78,    0,    0,    0
  344,20180709,   33,   50,  175,  116,  230,   51,   31,    0,   -1,   -1
  344,20180710,   46,   70,  156,  128,  189,   27,   16,    2,    1,    1
  344,20180711,   32,   60,  172,   94,  225,   98,   60,    0,    0,    0
  344,20180712,   32,   50,  176,  128,  224,  106,   65,    0,    0,    0
  344,20180713,   24,   40,  185,  137,  240,  124,   76,    0,    0,    0
  344,20180714,   25,   40,  188,  112,  250,  149,   91,    0,    0,    0
  344,20180715,   21,   30,  214,  128,  285,  142,   87,    0,    0,    0
  344,20180716,   25,   70,  234,  148,  299,  124,   76,    3,    4,    4
  344,20180717,   41,   70,  194,  138,  239,  130,   80,    0,   -1,   -1
  344,20180718,   27,   40,  192,  138,  240,   90,   56,    0,    0,    0
  344,20180719,   23,   40,  190,  113,  253,  113,   70,    0,    0,    0
  344,20180720,   21,   40,  193,  108,  252,  117,   73,    0,   -1,   -1
  344,20180721,   30,   50,  200,  134,  257,  130,   81,    0,    0,    0
  344,20180722,   25,   50,  205,  132,  268,  101,   63,    0,    0,    0
  344,20180723,   16,   30,  228,  150,  291,  145,   91,    0,    0,    0
  344,20180724,   18,   40,  242,  169,  305,  117,   74,    0,    0,    0
  344,20180725,   23,   40,  243,  176,  307,   81,   51,    0,    0,    0
  344,20180726,   28,   80,  267,  196,  361,  108,   68,   16,  102,   92
  344,20180727,   36,   60,  285,  203,  361,   81,   51,    0,    0,    0
  344,20180728,   55,  100,  206,  168,  260,   92,   59,   13,   30,   23
  344,20180729,   53,   90,  219,  172,  262,   39,   25,    0,   -1,   -1
  344,20180730,   42,   70,  232,  172,  295,   58,   37,    0,   -1,   -1
  344,20180731,   34,   90,  203,  133,  264,  102,   66,    0,   -1,   -1
  344,20180801,   18,   40,  198,  123,  259,  110,   71,    0,    0,    0
  344,20180802,   18,   40,  218,  151,  278,  132,   85,    0,    0,    0
  344,20180803,   18,   40,  232,  142,  310,  140,   91,    0,    0,    0
  344,20180804,   30,   60,  214,  164,  277,  110,   72,    0,    0,    0
  344,20180805,   28,   50,  206,  152,  263,  138,   90,    0,    0,    0
  344,20180806,   20,   30,  228,  147,  308,  137,   90,    0,    0,    0
  344,20180807,   23,   50,  257,  152,  344,   91,   60,   13,   25,   22
  344,20180808,   54,   90,  197,  139,  229,   51,   34,    7,    6,    5
  344,20180809,   35,   80,  174,  134,  218,    8,    5,   62,   94,   24
  344,20180810,   64,  100,  166,  114,  221,   74,   49,   47,   83,   28
  344,20180811,   33,   60,  158,  106,  206,  112,   75,    0,   -1,   -1
  344,20180812,   40,   70,  213,  133,  275,   29,   19,    0,   -1,   -1
  344,20180813,   34,   60,  191,  169,  237,   28,   19,    6,    4,    2
  344,20180814,   40,   60,  191,  168,  225,   60,   41,    4,    3,    3
  344,20180815,   45,   70,  195,  171,  218,   11,    7,    0,   -1,   -1
  344,20180816,   44,   70,  186,  160,  228,   44,   30,   22,   50,   35
  344,20180817,   24,   50,  178,  136,  225,  120,   82,    4,    1,    1
  344,20180818,   48,   60,  186,  149,  217,   31,   21,    0,    0,    0
  344,20180819,   56,   80,  195,  171,  235,    8,    6,    0,    0,    0
  344,20180820,   25,   40,  201,  165,  243,   53,   37,    0,    0,    0
  344,20180821,   17,   30,  201,  138,  253,   51,   36,    0,    0,    0
  344,20180822,   28,   60,  194,  158,  244,   82,   57,    0,    0,    0
  344,20180823,   46,   90,  186,  139,  230,    3,    2,   10,   25,   13
  344,20180824,   56,   80,  158,  104,  192,   82,   58,   31,  157,   72
  344,20180825,   36,   60,  130,   79,  174,   71,   50,   53,  161,   31
  344,20180826,   57,   90,  146,   80,  194,   50,   36,   23,   15,    8
  344,20180827,   56,   80,  175,  148,  192,   11,    8,    4,    1,    1
  344,20180828,   23,   40,  171,  104,  219,   26,   19,    0,    0,    0
  344,20180829,   20,   60,  148,   94,  192,    7,    5,   43,   95,   57
  344,20180830,   28,   50,  149,   94,  194,   95,   69,    0,   -1,   -1
  344,20180831,   12,   30,  139,   80,  199,   84,   61,    0,    0,    0
  344,20180901,   13,   30,  140,   63,  207,   80,   59,    0,    0,    0
  344,20180902,   26,   50,  156,   70,  229,  108,   80,    0,    0,    0
  344,20180903,   24,   40,  179,  118,  225,   11,    8,   20,   23,   17
  344,20180904,   21,   30,  197,  176,  230,   32,   24,    0,   -1,   -1
  344,20180905,   21,   40,  183,  161,  226,   41,   31,   42,  412,  141
  344,20180906,   26,   40,  164,  121,  192,   19,   14,   35,   57,   34
  344,20180907,   52,   80,  151,  136,  167,   99,   75,   20,   57,   28
  344,20180908,   42,   70,  151,   98,  179,   27,   20,    0,   -1,   -1
  344,20180909,   45,   60,  184,  151,  232,   36,   27,    0,   -1,   -1
  344,20180910,   48,   70,  174,  149,  202,   35,   27,    0,    0,    0
  344,20180911,   74,  100,  186,  154,  222,   38,   29,    0,    0,    0
  344,20180912,   32,   50,  154,  132,  185,    1,    1,   13,    9,    4
  344,20180913,   13,   30,  136,   82,  191,  103,   80,    0,    0,    0
  344,20180914,   42,   70,  144,   74,  188,   80,   63,    0,   -1,   -1
  344,20180915,   32,   60,  156,  119,  194,   94,   74,    0,   -1,   -1
  344,20180916,   36,   70,  161,  113,  218,   60,   47,    0,    0,    0
  344,20180917,   30,   50,  173,  114,  236,  108,   86,    0,    0,    0
  344,20180918,   65,   90,  191,  147,  236,  105,   84,    0,    0,    0
  344,20180919,   62,  100,  190,  148,  228,   63,   51,    0,    0,    0
  344,20180920,   59,   80,  198,  166,  230,   44,   35,    0,    0,    0
  344,20180921,   91,  110,  157,   98,  202,   72,   58,   19,   82,   51
  344,20180922,   45,   70,  123,  104,  161,    6,    5,   75,   96,   30
  344,20180923,   28,   60,  101,   73,  112,    3,    2,  103,  152,   43
  344,20180924,   31,   60,  103,   49,  156,   72,   59,    7,   11,    6
  344,20180925,   15,   30,  109,   38,  168,   89,   74,    0,   -1,   -1
  344,20180926,   38,   60,  129,   64,  184,   96,   80,    0,    0,    0
  344,20180927,   26,   40,  145,   95,  208,  105,   88,    0,    0,    0
  344,20180928,   38,   60,  125,   45,  159,   53,   45,    0,    0,    0
  344,20180929,   13,   30,   90,   30,  156,  101,   86,    0,    0,    0
  344,20180930,   25,   50,  108,   23,  172,   81,   69,    7,   18,   18
  344,20181001,   43,   80,  103,   76,  137,   62,   53,   34,   66,   27
  344,20181002,   50,   80,  126,   90,  172,   37,   32,   79,   69,   19
  344,20181003,   37,   50,  136,  105,  162,   84,   73,    0,   -1,   -1
  344,20181004,   39,   60,  149,  110,  189,   24,   21,    0,    0,    0
  344,20181005,   23,   40,  138,   86,  207,   94,   82,    0,    0,    0
  344,20181006,   30,   70,  142,   78,  204,   70,   62,   19,   14,    5
  344,20181007,   28,   60,  103,   49,  149,   71,   63,    0,    0,    0
  344,20181008,   32,   50,  113,   49,  168,   76,   68,    0,    0,    0
  344,20181009,   27,   40,  129,   78,  183,   90,   81,    0,    0,    0
  344,20181010,   34,   60,  151,   63,  229,   93,   84,    0,    0,    0
  344,20181011,   48,   60,  189,  142,  236,   56,   51,   13,   24,   15
  344,20181012,   53,   70,  185,  142,  223,   67,   61,    0,    0,    0
  344,20181013,   46,   60,  207,  165,  258,   75,   69,    0,    0,    0
  344,20181014,   37,   80,  185,  125,  235,   80,   74,    0,    0,    0
  344,20181015,   25,   60,  165,  113,  234,   59,   55,    0,    0,    0
  344,20181016,   21,   40,  163,   98,  238,   76,   71,    0,    0,    0
  344,20181017,   15,   30,  137,   84,  189,   65,   61,    0,    0,    0
  344,20181018,   31,   50,  124,   69,  171,   76,   72,    4,    1,    1
  344,20181019,   20,   30,   94,   30,  155,   92,   88,    0,    0,    0
  344,20181020,   13,   30,   97,   34,  161,   48,   46,    0,    0,    0
  344,20181021,   27,   40,  128,   95,  161,   35,   34,    0,    0,    0
  344,20181022,   33,   50,  111,   38,  149,   61,   59,    8,    8,    8
  344,20181023,   67,   80,  133,   53,  152,    6,    6,    0,    0,    0
  344,20181024,   48,   70,  143,  130,  158,   18,   18,   18,    7,    2
  344,20181025,   30,   40,  122,  110,  135,    0,    0,   16,    8,    4
  344,20181026,   51,   70,  100,   58,  129,   11,   11,   35,   66,   19
  344,20181027,   25,   50,   70,   38,  104,   43,   43,   47,   53,   15
  344,20181028,   50,   80,   43,   16,   78,   85,   86,    0,    0,    0
  344,20181029,   48,   60,   44,   16,   58,    0,    0,    0,    0,    0
  344,20181030,   53,   90,   60,   38,  102,    0,    0,  164,  260,   49
  344,20181031,   43,   70,   86,   51,  119,   53,   54,   21,   24,   10
  344,20181101,   46,   50,  106,   87,  129,    9,    9,   31,   11,    5
  344,20181102,   30,   50,   73,   22,  111,   80,   83,   27,   38,   15
  344,20181103,   32,   50,   61,   24,  102,   51,   53,    0,    0,    0
  344,20181104,   25,   40,   68,   14,  114,   72,   76,    0,    0,    0
  344,20181105,   28,   40,   85,   46,  126,   45,   48,    0,    0,    0
  344,20181106,   35,   50,  136,   59,  193,   52,   55,    0,    0,    0
  344,20181107,   59,   70,  113,  100,  133,    3,    3,   15,    7,    4
  344,20181108,   41,   70,   95,   49,  130,   82,   89,    0,    0,    0
  344,20181109,   42,   60,   96,   65,  120,   27,   29,    0,    0,    0
  344,20181110,   58,   80,  115,   96,  132,    6,    7,   66,   51,   14
  344,20181111,   58,   80,  114,   94,  135,    6,    7,    6,    6,    6
  344,20181112,   37,   50,  105,   94,  120,    4,    4,   70,   33,   10
  344,20181113,   67,   90,  105,   87,  131,   56,   62,    1,    1,    1
  344,20181114,   37,   50,   89,   21,  128,   76,   85,    0,    0,    0
  344,20181115,   25,   30,   79,   20,  133,   74,   84,    0,    0,    0
  344,20181116,   23,   40,   26,  -18,   56,    0,    0,    0,    0,    0
  344,20181117,   39,   60,   40,    4,   85,   75,   86,    0,    0,    0
  344,20181118,   45,   60,   25,  -24,   80,   70,   80,    0,    0,    0
  344,20181119,   67,   90,   46,   17,   73,   13,   15,    0,   -1,   -1
  344,20181120,   76,   90,   34,   23,   43,    0,    0,    3,    2,    1
  344,20181121,   38,   60,   34,   14,   50,    3,    4,    4,    2,    1
  344,20181122,   32,   40,   32,  -13,   47,    0,    0,    0,    0,    0
  344,20181123,   27,   40,   34,  -14,   78,   22,   26,    0,    0,    0
  344,20181124,   35,   50,   25,    3,   36,    0,    0,    0,    0,    0
  344,20181125,   38,   50,   34,   20,   46,    0,    0,    0,    0,    0
  344,20181126,   39,   50,   50,   36,   65,    0,    0,    9,    2,    2
  344,20181127,   34,   60,   38,   22,   50,    0,    0,    0,    0,    0
  344,20181128,   67,   70,   75,   47,  106,    0,    0,  101,   62,   11
  344,20181129,   70,   90,  108,  101,  121,    2,    2,   88,   47,    7
  344,20181130,   64,   90,   95,   70,  113,   44,   54,    0,   -1,   -1
  344,20181201,   63,   80,   80,   57,  102,   10,   12,   89,   39,    9
  344,20181202,   76,   90,  123,  101,  134,    0,    0,   68,  109,   40
  344,20181203,   73,   90,  114,   68,  135,   17,   21,   12,   12,    5
  344,20181204,   18,   40,   54,   19,   96,   35,   44,    8,    7,    5
  344,20181205,   42,   60,   72,   29,   97,    0,    0,   38,   27,    9
  344,20181206,   66,  100,  115,   97,  125,    0,    0,   56,   28,    5
  344,20181207,   82,  100,  103,   76,  119,    0,    0,   83,  130,   28
  344,20181208,   99,  110,   99,   78,  114,   11,   14,   45,   90,   39
  344,20181209,   82,  110,   86,   59,  106,   19,   24,   39,   45,    9
  344,20181210,   54,   80,   61,   32,   87,   22,   28,   21,   37,   17
  344,20181211,   23,   40,   50,   -6,   90,   57,   73,    0,   -1,   -1
  344,20181212,   26,   50,   15,  -34,   56,   63,   80,    0,    0,    0
  344,20181213,   45,   70,    6,  -22,   31,   66,   84,    0,    0,    0
  344,20181214,   25,   40,    2,  -38,   22,   57,   73,    0,    0,    0
  344,20181215,   59,   90,    6,   -6,   15,   19,   24,   23,   35,   20
  344,20181216,   42,   70,   27,   -4,   46,    0,    0,   18,   20,   10
  344,20181217,   46,   70,   64,   34,   92,   23,   30,   42,   32,   11
  344,20181218,   63,   90,   74,   56,   90,   16,   21,    0,    0,    0
  344,20181219,   53,   60,   76,   59,   99,   17,   22,   34,   13,    4
  344,20181220,   68,   90,   78,   68,   89,    2,    3,   21,   32,   10
  344,20181221,   88,  120,  102,   76,  123,    0,    0,   89,  136,   37
  344,20181222,   64,   80,   98,   73,  108,   22,   28,   16,   40,   29
  344,20181223,   33,   50,   73,   58,   85,    0,    0,  121,  101,   19
  344,20181224,   15,   40,   64,   35,  100,   25,   32,    0,   -1,   -1
  344,20181225,   38,   60,   54,   37,   78,   39,   50,    0,    0,    0
  344,20181226,   30,   50,   44,   16,   55,    0,    0,    0,    0,    0
  344,20181227,   15,   30,   17,  -14,   60,    9,   12,    0,    0,    0
  344,20181228,   19,   30,   33,  -28,   63,    0,    0,    0,   -1,   -1
  344,20181229,   60,   80,   86,   63,  111,    0,    0,    0,   -1,   -1
  344,20181230,   36,   60,   86,   50,   97,    0,    0,   22,    4,    2
