# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 344:         4.447       51.962      -4.30  ROTTERDAM
# 
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag); 
# FG       = Etmaalgemiddelde windsnelheid (in 0.1 m/s); 
# FHX      = Hoogste uurgemiddelde windsnelheid (in 0.1 m/s); 
# TG       = Etmaalgemiddelde temperatuur (in 0.1 graden Celsius); 
# TN       = Minimum temperatuur (in 0.1 graden Celsius); 
# TX       = Maximum temperatuur (in 0.1 graden Celsius); 
# SQ       = Zonneschijnduur (in 0.1 uur) berekend uit de globale straling (-1 voor <0.05 uur); 
# SP       = Percentage van de langst mogelijke zonneschijnduur; 
# DR       = Duur van de neerslag (in 0.1 uur); 
# RH       = Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm); 
# RHX      = Hoogste uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm); 
# 
# STN,YYYYMMDD,   FG,  FHX,   TG,   TN,   TX,   SQ,   SP,   DR,   RH,  RHX
# 
  344,20160101,   39,   70,   56,   17,   87,   40,   51,    0,    0,    0
  344,20160102,   55,   70,   69,   53,   83,    7,    9,   93,   62,   15
  344,20160103,   70,   90,   73,   48,   88,   12,   15,  117,  126,   24
  344,20160104,   44,   60,   66,   46,   79,   15,   19,   70,   52,   10
  344,20160105,   43,   50,   70,   59,   79,    0,    0,   16,    5,    1
  344,20160106,   34,   40,   54,   42,   69,    2,    3,   20,   13,    6
  344,20160107,   78,  130,   68,   57,   89,    0,    0,   68,  166,   49
  344,20160108,   56,   90,   60,   33,   82,   62,   77,    0,   -1,   -1
  344,20160109,   61,   90,   64,   35,   82,    8,   10,    7,    6,    4
  344,20160110,   72,  100,   69,   49,   89,   22,   27,   14,   25,   15
  344,20160111,   51,   70,   57,   34,   74,    2,    2,   33,   48,   36
  344,20160112,   62,   80,   65,   50,   75,    8,   10,   67,   87,   18
  344,20160113,   55,  110,   54,   25,   71,   22,   27,   49,   62,   20
  344,20160114,   63,   90,   42,   23,   58,   10,   12,  113,  175,   32
  344,20160115,   26,   50,   27,    4,   48,    2,    2,   58,   94,   24
  344,20160116,   58,  100,   35,    1,   64,   45,   54,   28,   55,   18
  344,20160117,   24,   50,   -2,  -49,   32,   71,   85,    0,    0,    0
  344,20160118,   32,   40,  -19,  -36,    5,   73,   87,    0,    0,    0
  344,20160119,   22,   40,  -10,  -68,   20,   23,   27,    4,    1,    1
  344,20160120,   15,   30,   21,  -21,   53,    7,    8,   25,   54,   18
  344,20160121,   27,   40,   -1,  -35,   13,    0,    0,    0,    0,    0
  344,20160122,   55,   70,   24,   -8,   73,   22,   26,   46,   37,   19
  344,20160123,   45,   60,   73,   40,   98,   70,   81,    0,    0,    0
  344,20160124,   52,   60,   81,   55,  107,    0,    0,   44,   29,   12
  344,20160125,   57,   90,  104,   72,  140,   67,   77,    0,    0,    0
  344,20160126,   80,  110,   91,   67,  105,   40,   46,   46,   35,   13
  344,20160127,   97,  120,  107,   83,  119,    0,    0,   95,  128,   30
  344,20160128,   61,   90,   66,   47,   91,   68,   77,    4,    1,    1
  344,20160129,  100,  120,   87,   60,  104,    0,    0,   41,   18,    7
  344,20160130,   84,  120,   75,   47,   97,    2,    2,  103,  159,   29
  344,20160131,   66,  120,   76,   52,  117,    0,    0,   67,   39,   12
  344,20160201,  120,  140,  112,  104,  118,    0,    0,    0,   -1,   -1
  344,20160202,   89,  110,   86,   64,  108,   27,   30,    4,    2,    2
  344,20160203,   56,   80,   52,   12,   69,   42,   46,   12,   12,    8
  344,20160204,   49,   90,   58,   15,   97,   10,   11,   49,   41,   11
  344,20160205,   62,   90,   90,   50,  111,    0,    0,    5,    2,    1
  344,20160206,   69,   80,   96,   83,  108,    5,    5,    0,    0,    0
  344,20160207,   94,  120,   85,   65,  125,   41,   43,   25,   21,    8
  344,20160208,  130,  160,   86,   69,   96,   25,   26,   46,   77,   25
  344,20160209,   63,  120,   55,   36,   81,    0,    0,   59,  101,   28
  344,20160210,   49,   70,   52,   24,   76,   20,   21,   56,   93,   26
  344,20160211,   32,   60,   41,    4,   80,   63,   65,    0,    0,    0
  344,20160212,   31,   40,   28,  -12,   60,   17,   17,    1,    1,    1
  344,20160213,   48,   70,   17,  -27,   44,   29,   30,    8,    1,    1
  344,20160214,   53,   80,   22,   14,   31,    0,    0,  213,   89,    9
  344,20160215,   47,   70,   26,  -28,   68,   68,   68,    0,   -1,   -1
  344,20160216,   16,   40,    7,  -44,   66,   91,   91,    0,    0,    0
  344,20160217,   25,   30,    1,  -33,   36,   91,   90,    0,    0,    0
  344,20160218,   39,   50,   15,   -4,   30,    2,    2,  101,   36,    7
  344,20160219,   44,   90,   46,  -12,   80,   78,   77,    9,    2,    1
  344,20160220,   95,  120,   86,   50,  112,    0,    0,  105,   92,   17
  344,20160221,  122,  150,  104,   92,  112,    0,    0,   27,   47,   19
  344,20160222,   55,  130,   67,   41,  109,    0,    0,   88,   72,   19
  344,20160223,   36,   70,   44,   11,   80,   57,   55,   13,   19,    9
  344,20160224,   21,   40,   26,   -9,   72,   72,   68,    6,    5,    2
  344,20160225,   31,   60,   20,  -15,   64,   49,   46,   17,   18,    6
  344,20160226,   23,   40,   30,   -6,   62,   21,   20,    0,   -1,   -1
  344,20160227,   47,   70,   28,   -6,   64,   98,   92,    0,    0,    0
  344,20160228,   48,   90,   23,  -15,   63,   90,   83,    0,    0,    0
  344,20160229,   28,   50,   19,  -24,   63,   79,   73,    0,    0,    0
  344,20160301,   64,  100,   36,  -33,   91,    0,    0,   74,   87,   21
  344,20160302,   68,  100,   54,   29,   90,   33,   30,   49,   60,   11
  344,20160303,   33,   60,   44,    1,   85,   86,   78,    0,   -1,   -1
  344,20160304,   45,   90,   29,  -20,   71,   11,   10,   87,  121,   25
  344,20160305,   22,   40,   24,  -34,   77,   58,   52,    7,    5,    3
  344,20160306,   25,   60,   31,   -4,   77,   44,   39,   19,   14,    5
  344,20160307,   21,   40,   30,   -1,   75,   91,   81,   29,   38,   19
  344,20160308,   36,   60,   43,   -1,   77,   51,   45,    5,   10,    8
  344,20160309,   71,  100,   57,   29,   93,   74,   65,    0,    0,    0
  344,20160310,   30,   50,   42,  -20,   92,  103,   90,    0,    0,    0
  344,20160311,   30,   50,   36,  -10,   91,  102,   89,    0,    0,    0
  344,20160312,   22,   40,   34,  -25,   94,  109,   94,    0,    0,    0
  344,20160313,   48,   70,   36,  -20,   96,  107,   92,    0,    0,    0
  344,20160314,   55,   70,   41,  -11,   98,  107,   91,    0,    0,    0
  344,20160315,   32,   60,   49,  -10,   76,   14,   12,    0,    0,    0
  344,20160316,   52,   80,   45,    9,   92,   86,   73,    0,    0,    0
  344,20160317,   33,   50,   50,   -9,  110,  110,   92,    0,    0,    0
  344,20160318,   34,   50,   55,   30,   72,    0,    0,    0,   -1,   -1
  344,20160319,   41,   50,   64,   53,   80,    0,    0,    0,    0,    0
  344,20160320,   35,   50,   66,   34,   96,   15,   12,   19,    9,    3
  344,20160321,   35,   50,   72,   44,   95,    0,    0,    9,    4,    2
  344,20160322,   34,   50,   72,   28,  119,   40,   33,    0,    0,    0
  344,20160323,   38,   60,   77,   28,  102,   22,   18,    3,    2,    2
  344,20160324,   44,   80,   78,   60,  101,    0,    0,   25,   11,    6
  344,20160325,   53,   80,   69,   18,  102,   35,   28,   93,   63,   12
  344,20160326,   70,   90,   98,   21,  149,   86,   69,    3,    5,    5
  344,20160327,   71,  110,   87,   60,  129,   50,   40,   77,  122,   42
  344,20160328,  112,  160,   93,   70,  118,   70,   55,   24,   39,   24
  344,20160329,   76,  110,   82,   57,  110,   67,   53,   54,   88,   29
  344,20160330,   54,   80,   82,   57,  110,   80,   63,    2,    4,    3
  344,20160331,   30,   50,   79,   35,  116,   21,   16,    5,    4,    4
  344,20160401,   26,   40,   83,   16,  130,  100,   77,    0,    0,    0
  344,20160402,   29,   50,  108,   81,  137,   12,    9,   14,    2,    1
  344,20160403,   39,   60,  149,  122,  199,   82,   63,   30,   19,   10
  344,20160404,   42,   80,  127,   90,  150,   39,   30,   25,   19,   12
  344,20160405,   38,   60,  104,   78,  126,   32,   24,    0,   -1,   -1
  344,20160406,   75,  110,   88,   70,  110,   23,   17,   34,   34,   12
  344,20160407,   55,   70,   71,   40,  102,   54,   41,   33,   76,   29
  344,20160408,   23,   60,   73,   15,  125,   74,   55,    0,   -1,   -1
  344,20160409,   41,   70,  100,   51,  149,   62,   46,   10,    8,    8
  344,20160410,   37,   60,  102,   46,  140,  117,   87,   23,   17,   11
  344,20160411,   59,   90,  132,   83,  184,   89,   65,    5,    7,    7
  344,20160412,   38,   60,  116,   63,  165,   73,   53,    0,   -1,   -1
  344,20160413,   24,   40,  105,   59,  160,   86,   63,    0,   -1,   -1
  344,20160414,   28,   50,  120,   53,  167,   88,   64,    0,   -1,   -1
  344,20160415,   40,   80,  104,   92,  134,   12,    9,   98,  120,   26
  344,20160416,   59,   90,   79,   47,  110,   54,   39,   33,   47,   28
  344,20160417,   32,   60,   61,   20,  109,  103,   74,    6,    8,    3
  344,20160418,   55,   90,   86,   16,  127,   78,   56,    0,    0,    0
  344,20160419,   37,   50,   92,   22,  130,  108,   77,    0,    0,    0
  344,20160420,   33,   60,   79,   10,  135,  131,   92,    0,    0,    0
  344,20160421,   45,   60,   99,   20,  159,  122,   86,    0,    0,    0
  344,20160422,   42,   60,   88,   63,  120,   29,   20,    0,    0,    0
  344,20160423,   46,   70,   63,   30,   99,   82,   57,    7,   14,   11
  344,20160424,   45,   80,   48,   14,   96,   86,   60,   20,   36,   12
  344,20160425,   44,   60,   51,    8,   82,   16,   11,   43,  119,   34
  344,20160426,   75,  100,   58,   25,   90,   55,   38,   30,   42,   11
  344,20160427,   53,   80,   57,   31,   91,   45,   31,   60,   86,   20
  344,20160428,   40,   60,   57,   11,   93,  108,   74,    6,    8,    7
  344,20160429,   74,  100,   83,   55,  112,   51,   35,   33,   56,   22
  344,20160430,   33,   60,   73,   13,  114,   76,   51,    0,   -1,   -1
  344,20160501,   18,   30,   77,    5,  138,  133,   90,    0,    0,    0
  344,20160502,   48,   70,  111,   22,  167,   85,   57,   16,   44,   33
  344,20160503,   35,   60,   97,   34,  129,  125,   83,    8,    5,    5
  344,20160504,   29,   40,  111,   42,  166,   94,   63,    0,    0,    0
  344,20160505,   40,   60,  136,   67,  186,  140,   93,    0,    0,    0
  344,20160506,   35,   60,  168,  103,  240,  132,   87,    0,    0,    0
  344,20160507,   31,   50,  193,  100,  265,   96,   63,    0,    0,    0
  344,20160508,   54,   70,  203,  140,  257,  135,   88,    0,    0,    0
  344,20160509,   61,   70,  202,  147,  246,  110,   72,    0,    0,    0
  344,20160510,   35,   60,  185,  153,  212,    9,    6,    0,   -1,   -1
  344,20160511,   41,   50,  196,  153,  249,   68,   44,    0,    0,    0
  344,20160512,   54,   90,  196,  118,  252,  140,   90,    0,    0,    0
  344,20160513,   55,   70,  152,   89,  221,  132,   85,    0,    0,    0
  344,20160514,   55,   70,   87,   54,  121,   78,   50,   12,   23,   12
  344,20160515,   43,   70,   82,   43,  118,   49,   31,   11,   11,    3
  344,20160516,   23,   40,   93,   42,  131,   31,   20,   26,   16,    6
  344,20160517,   43,   60,  131,   81,  175,   97,   62,    0,    0,    0
  344,20160518,   34,   50,  136,  100,  181,   25,   16,   10,   11,    9
  344,20160519,   30,   60,  131,  107,  169,   27,   17,   21,    6,    2
  344,20160520,   53,   80,  140,  117,  181,   33,   21,   20,    7,    2
  344,20160521,   53,   80,  183,  122,  233,   34,   21,    0,   -1,   -1
  344,20160522,   27,   50,  145,  116,  185,    3,    2,  100,  113,   30
  344,20160523,   48,   60,  117,  103,  139,    0,    0,  111,   85,   20
  344,20160524,   45,   60,  112,   98,  142,   27,   17,    0,    0,    0
  344,20160525,   18,   30,  117,   79,  144,   17,   11,   15,    6,    3
  344,20160526,   19,   50,  127,   53,  188,   81,   50,    0,    0,    0
  344,20160527,   33,   50,  160,  107,  215,   83,   51,    0,    0,    0
  344,20160528,   28,   50,  172,  110,  219,   95,   59,    0,   -1,   -1
  344,20160529,   36,   60,  165,  133,  205,   23,   14,   36,   16,    6
  344,20160530,   63,   80,  140,  132,  150,    0,    0,   43,  158,   91
  344,20160531,   35,   60,  179,  124,  227,   74,   45,    0,    0,    0
  344,20160601,   38,   60,  166,  130,  214,   45,   27,    3,   12,   12
  344,20160602,   54,   70,  134,  121,  153,    0,    0,    0,   -1,   -1
  344,20160603,   26,   40,  150,  122,  200,   39,   24,    0,   -1,   -1
  344,20160604,   23,   60,  187,  129,  273,   81,   49,    6,   97,   96
  344,20160605,   33,   60,  191,  116,  264,  137,   83,    0,    0,    0
  344,20160606,   28,   40,  188,  106,  260,  150,   91,    0,   -1,   -1
  344,20160607,   34,   50,  204,  158,  268,   75,   45,    0,   -1,   -1
  344,20160608,   33,   50,  158,  126,  209,  125,   75,    0,    0,    0
  344,20160609,   31,   50,  145,   96,  185,  132,   80,    0,   -1,   -1
  344,20160610,   18,   30,  159,   87,  209,   81,   49,    0,   -1,   -1
  344,20160611,   19,   30,  160,  126,  202,   13,    8,  102,   57,   12
  344,20160612,   22,   50,  172,  139,  219,   26,   16,   41,   73,   37
  344,20160613,   44,   60,  156,  146,  181,   21,   13,   20,   25,    7
  344,20160614,   37,   70,  152,  118,  189,   37,   22,   49,  166,   42
  344,20160615,   27,   40,  151,  119,  177,   34,   20,   23,   32,   19
  344,20160616,   19,   40,  150,   96,  198,   51,   31,   52,  114,   52
  344,20160617,   18,   40,  148,  105,  189,   22,   13,   82,   37,    8
  344,20160618,   37,   60,  133,  107,  164,   22,   13,   38,   41,   16
  344,20160619,   35,   50,  157,  111,  201,   90,   54,    0,    0,    0
  344,20160620,   59,   70,  158,  143,  167,    5,    3,  136,  215,   45
  344,20160621,   30,   40,  164,  128,  203,   14,    8,   12,    8,    7
  344,20160622,   32,   40,  205,  124,  256,   96,   57,    3,  131,  131
  344,20160623,   26,   50,  211,  181,  270,   43,   26,   45,  368,  160
  344,20160624,   33,   50,  184,  122,  215,   74,   44,    0,   -1,   -1
  344,20160625,   27,   50,  156,  120,  195,   53,   32,    0,   -1,   -1
  344,20160626,   47,   60,  161,  129,  194,   96,   57,    5,    3,    3
  344,20160627,   40,   60,  156,  116,  181,   39,   23,   20,   20,   12
  344,20160628,   31,   50,  168,   99,  223,   47,   28,   27,   51,   43
  344,20160629,   65,   90,  162,  136,  209,   42,   25,   36,   13,    5
  344,20160630,   56,   70,  164,  142,  196,   15,    9,   75,  156,   94
  344,20160701,   69,   80,  167,  144,  182,    2,    1,   30,   67,   43
  344,20160702,   65,   90,  152,  127,  180,  115,   69,    6,   12,   10
  344,20160703,   40,   60,  158,  114,  193,  116,   70,    0,    0,    0
  344,20160704,   20,   40,  170,   99,  223,  103,   62,    0,    0,    0
  344,20160705,   56,   80,  151,  104,  181,   45,   27,   13,   19,   13
  344,20160706,   26,   50,  153,  103,  195,  114,   69,   14,   36,   28
  344,20160707,   31,   60,  171,  101,  226,   53,   32,    0,   -1,   -1
  344,20160708,   52,   80,  177,  152,  213,   38,   23,    8,   10,    6
  344,20160709,   46,   80,  196,  148,  241,   90,   55,    0,    0,    0
  344,20160710,   49,   70,  204,  161,  262,   78,   47,    0,    0,    0
  344,20160711,   88,  120,  183,  162,  218,   80,   49,    0,    0,    0
  344,20160712,   40,   60,  169,  125,  207,   55,   34,    7,   10,    8
  344,20160713,   37,   70,  155,  116,  190,   81,   50,    9,    3,    2
  344,20160714,   35,   60,  150,   96,  194,  127,   78,    0,    0,    0
  344,20160715,   40,   70,  169,   99,  208,   98,   60,    0,    0,    0
  344,20160716,   44,   50,  196,  172,  225,   20,   12,    0,    0,    0
  344,20160717,   28,   50,  198,  160,  234,   69,   43,    0,   -1,   -1
  344,20160718,   18,   40,  209,  148,  264,  138,   85,    0,    0,    0
  344,20160719,   30,   50,  242,  146,  303,  149,   92,    0,    0,    0
  344,20160720,   43,   70,  248,  185,  334,  119,   74,    0,    0,    0
  344,20160721,   33,   60,  206,  169,  247,  116,   72,    0,    0,    0
  344,20160722,   18,   30,  206,  171,  247,   74,   46,    0,   -1,   -1
  344,20160723,   26,   40,  205,  174,  249,   73,   46,    0,   -1,   -1
  344,20160724,   25,   50,  203,  164,  249,   87,   55,    0,   -1,   -1
  344,20160725,   36,   60,  187,  131,  223,   52,   33,    2,    2,    2
  344,20160726,   23,   40,  193,  138,  237,   86,   54,    0,    0,    0
  344,20160727,   43,   70,  178,  149,  202,   22,   14,   42,   38,   11
  344,20160728,   36,   60,  186,  160,  225,   34,   22,   16,   17,   10
  344,20160729,   54,   70,  187,  162,  215,   23,   15,   18,   15,    7
  344,20160730,   24,   40,  184,  159,  219,   14,    9,    9,   17,   12
  344,20160731,   28,   60,  168,  136,  204,   66,   42,    8,    2,    1
  344,20160801,   36,   60,  174,  142,  210,   94,   61,    4,   16,   15
  344,20160802,   41,   60,  169,  137,  191,    0,    0,  154,   62,   10
  344,20160803,   76,   90,  191,  169,  218,   32,   21,   54,   32,    8
  344,20160804,   63,   80,  180,  163,  214,   70,   46,    4,    2,    1
  344,20160805,   34,   60,  178,  139,  215,  125,   82,    0,    0,    0
  344,20160806,   35,   60,  178,  134,  218,  111,   73,   11,    4,    2
  344,20160807,   63,   90,  190,  152,  228,   22,   14,    0,   -1,   -1
  344,20160808,   49,   70,  172,  138,  200,   73,   48,    4,    2,    2
  344,20160809,   34,   60,  147,  111,  186,   89,   59,   18,   30,   11
  344,20160810,   29,   50,  129,   84,  173,   81,   54,   23,   46,   25
  344,20160811,   45,   60,  147,   91,  179,    0,    0,  140,  145,   33
  344,20160812,   54,   80,  190,  160,  224,   53,   36,   11,    7,    5
  344,20160813,   40,   60,  179,  145,  210,   43,   29,    0,    0,    0
  344,20160814,   22,   40,  174,  112,  225,   71,   48,    0,    0,    0
  344,20160815,   29,   50,  167,  107,  220,  109,   74,    0,    0,    0
  344,20160816,   38,   50,  164,  108,  215,  123,   84,    0,    0,    0
  344,20160817,   40,   70,  180,  112,  251,  135,   93,    0,    0,    0
  344,20160818,   29,   50,  180,  104,  246,  123,   85,    0,    0,    0
  344,20160819,   35,   90,  187,  124,  246,   33,   23,    9,    8,    5
  344,20160820,   62,   90,  184,  154,  233,   81,   56,    0,    0,    0
  344,20160821,   65,   80,  171,  149,  201,   49,   34,   84,  238,   53
  344,20160822,   62,  100,  188,  160,  228,   62,   43,   62,   37,   12
  344,20160823,   27,   40,  224,  163,  281,  129,   91,    0,    0,    0
  344,20160824,   28,   40,  249,  159,  319,  128,   90,    0,    0,    0
  344,20160825,   23,   40,  254,  157,  324,  132,   94,    0,    0,    0
  344,20160826,   23,   40,  208,  167,  244,  104,   74,    0,   -1,   -1
  344,20160827,   42,   70,  220,  161,  273,  119,   85,    0,    0,    0
  344,20160828,   55,  100,  201,  181,  226,   76,   55,    5,   80,   80
  344,20160829,   24,   50,  170,  109,  213,   78,   56,    5,   24,   24
  344,20160830,   16,   30,  171,  102,  238,  114,   83,    0,    0,    0
  344,20160831,   22,   50,  181,  104,  248,  116,   85,    0,    0,    0
  344,20160901,   26,   50,  185,  126,  229,  101,   74,    0,    0,    0
  344,20160902,   44,   70,  174,  130,  216,   35,   26,   18,    8,    4
  344,20160903,   43,   60,  188,  160,  226,   49,   36,   12,    4,    2
  344,20160904,   67,  100,  184,  160,  206,   46,   34,    9,   44,   20
  344,20160905,   25,   40,  184,  149,  223,  103,   77,    0,    0,    0
  344,20160906,   25,   40,  197,  153,  225,    4,    3,    0,   -1,   -1
  344,20160907,   20,   40,  199,  130,  266,  122,   92,    0,    0,    0
  344,20160908,   36,   70,  199,  134,  274,  122,   92,    0,    0,    0
  344,20160909,   31,   40,  188,  138,  233,  111,   85,    0,    0,    0
  344,20160910,   35,   60,  199,  147,  255,   94,   72,    0,    0,    0
  344,20160911,   22,   40,  194,  161,  225,   28,   22,   16,    9,    5
  344,20160912,   23,   50,  223,  172,  285,   91,   70,    0,    0,    0
  344,20160913,   29,   50,  245,  169,  321,  117,   91,    0,    0,    0
  344,20160914,   24,   40,  232,  163,  317,  111,   87,    0,    0,    0
  344,20160915,   33,   60,  216,  154,  288,   93,   73,   13,   70,   67
  344,20160916,   46,   60,  181,  162,  221,   35,   28,    0,    0,    0
  344,20160917,   24,   30,  180,  145,  229,   48,   38,    5,    3,    2
  344,20160918,   28,   60,  172,  126,  211,   79,   63,    0,    0,    0
  344,20160919,   10,   20,  148,   98,  200,   10,    8,    0,    0,    0
  344,20160920,   16,   30,  160,  113,  204,   53,   43,    0,    0,    0
  344,20160921,   23,   40,  154,  101,  207,   44,   36,    0,    0,    0
  344,20160922,   20,   40,  157,   88,  215,   58,   47,    0,    0,    0
  344,20160923,   27,   50,  148,  101,  193,  102,   84,    2,   23,   23
  344,20160924,   42,   70,  181,   99,  240,  107,   88,    0,    0,    0
  344,20160925,   49,   70,  168,  120,  226,   64,   53,    0,   -1,   -1
  344,20160926,   15,   30,  141,   83,  184,   25,   21,    3,    1,    1
  344,20160927,   38,   60,  157,   63,  217,   87,   73,    5,    4,    4
  344,20160928,   70,   80,  184,  163,  210,   84,   71,    9,    6,    6
  344,20160929,   70,  100,  162,  143,  183,    0,    0,   29,   51,   40
  344,20160930,   43,   70,  151,  122,  186,   66,   56,    0,   -1,   -1
  344,20161001,   41,   60,  139,  106,  190,   37,   32,    8,   30,   19
  344,20161002,   54,   80,  131,  102,  166,   49,   42,   58,  102,   20
  344,20161003,   33,   50,  148,  111,  186,   58,   50,   42,  238,  104
  344,20161004,   47,   60,  128,  100,  180,   51,   44,    0,    0,    0
  344,20161005,   58,   90,  101,   55,  144,  104,   91,    0,    0,    0
  344,20161006,   44,   70,   99,   40,  138,   78,   69,    0,    0,    0
  344,20161007,   38,   60,  118,   91,  151,   31,   28,    0,    0,    0
  344,20161008,   25,   40,  114,   67,  156,   70,   62,   16,   13,    7
  344,20161009,   13,   30,   83,   16,  146,   84,   75,    0,   -1,   -1
  344,20161010,   19,   40,   79,   33,  133,   55,   50,    0,    0,    0
  344,20161011,   16,   30,   86,    8,  128,   18,   16,    0,    0,    0
  344,20161012,   51,   70,   93,   59,  131,   11,   10,    0,    0,    0
  344,20161013,   62,   80,   92,   71,  120,   56,   51,    0,    0,    0
  344,20161014,   46,   60,  100,   70,  128,   23,   21,   39,   52,   17
  344,20161015,   40,   60,  122,   98,  147,   32,   30,   70,   58,   17
  344,20161016,   39,   70,  146,  101,  199,   89,   83,    6,    4,    4
  344,20161017,   35,   50,  131,  113,  164,   49,   46,   15,    8,    5
  344,20161018,   53,   80,  110,   84,  126,   22,   21,   43,  115,   69
  344,20161019,   43,  100,   98,   48,  130,   43,   41,   36,   53,   16
  344,20161020,   27,   50,   90,   39,  141,   20,   19,   17,   21,   12
  344,20161021,   16,   30,   77,    9,  136,   66,   64,    3,    4,    4
  344,20161022,   18,   40,   61,   -2,  101,   29,   28,    0,    0,    0
  344,20161023,   19,   40,   51,  -12,  112,   89,   87,    0,    0,    0
  344,20161024,   30,   40,   77,   44,  103,    7,    7,    0,    0,    0
  344,20161025,   14,   30,   92,   59,  112,    0,    0,    0,    0,    0
  344,20161026,   29,   50,  101,   54,  134,   29,   29,    0,   -1,   -1
  344,20161027,   44,   60,  121,   95,  142,   14,   14,    0,    0,    0
  344,20161028,   38,   60,  137,  103,  154,    2,    2,    0,   -1,   -1
  344,20161029,   10,   30,  107,   60,  166,   65,   66,    0,    0,    0
  344,20161030,   11,   20,   99,   44,  153,   45,   46,    0,    0,    0
  344,20161031,   10,   20,   90,   39,  163,   81,   83,    0,    0,    0
  344,20161101,   20,   50,   90,   42,  142,    3,    3,   16,   24,   12
  344,20161102,   33,   70,   79,   35,  122,   46,   48,   35,   35,    7
  344,20161103,   30,   60,   81,   32,  113,   23,   24,   21,   13,    5
  344,20161104,   51,   60,   82,   68,   99,   21,   22,   52,   32,    9
  344,20161105,   31,   50,   73,   37,  109,   26,   28,   57,   51,    9
  344,20161106,   39,   60,   71,   51,  101,   11,   12,   52,   81,   20
  344,20161107,   30,   50,   52,    8,   65,    6,    6,   22,    8,    4
  344,20161108,   28,   60,   25,  -31,   70,   33,   36,   31,   83,   53
  344,20161109,   33,   50,   39,   18,   52,    0,    0,  123,   44,    7
  344,20161110,   28,   50,   50,   31,   68,    2,    2,   72,  120,   49
  344,20161111,   28,   50,   25,  -38,   67,   78,   86,    0,    0,    0
  344,20161112,   39,   60,   27,  -26,   56,    7,    8,   10,    4,    2
  344,20161113,   29,   40,   42,   -5,   59,    0,    0,   44,   20,    6
  344,20161114,   38,   70,   36,  -30,   82,    0,    0,   77,   28,    6
  344,20161115,   40,   60,  117,   82,  133,    0,    0,   71,   23,    7
  344,20161116,   57,   80,  120,   83,  139,   30,   34,   91,   89,   20
  344,20161117,   66,  110,   95,   78,  114,   19,   22,   87,  152,   26
  344,20161118,   74,  100,   64,   40,   92,    8,    9,    8,   10,    8
  344,20161119,   70,   80,   60,   48,   79,   38,   44,    0,   -1,   -1
  344,20161120,   88,  160,   83,   57,  118,    0,    0,   59,   48,   16
  344,20161121,   60,   90,  122,   80,  140,    2,    2,   47,   61,   21
  344,20161122,   67,  100,  107,   53,  130,   34,   40,    0,    0,    0
  344,20161123,   32,   60,   81,   51,  104,    8,    9,   19,   11,    8
  344,20161124,   74,   90,   70,   37,   91,   47,   56,    0,    0,    0
  344,20161125,   53,   80,   34,   -6,   76,   70,   84,    0,   -1,   -1
  344,20161126,   15,   30,    6,  -23,   42,   41,   49,    0,    0,    0
  344,20161127,   23,   40,   67,   16,  100,   26,   31,    2,    1,    1
  344,20161128,   33,   60,    1,  -41,   43,   72,   87,    0,    0,    0
  344,20161129,   14,   30,  -19,  -68,   38,   72,   88,    0,    0,    0
  344,20161130,   31,   50,   34,  -65,   88,   57,   70,    0,    0,    0
  344,20161201,   35,   40,   84,   61,   95,    0,    0,    0,    0,    0
  344,20161202,   24,   40,   59,  -18,  103,   14,   17,    5,    5,    4
  344,20161203,    7,   20,    0,  -45,   75,   43,   53,    0,    0,    0
  344,20161204,   32,   60,   -6,  -52,   39,   70,   87,    0,    0,    0
  344,20161205,   13,   20,  -12,  -53,   59,   68,   85,    0,    0,    0
  344,20161206,   20,   40,   18,  -55,   77,   66,   83,    0,    0,    0
  344,20161207,   53,   70,   70,   41,  103,    9,   11,    0,    0,    0
  344,20161208,   58,   70,   83,   65,  111,   22,   28,    0,   -1,   -1
  344,20161209,   50,   60,   93,   73,  106,    7,    9,    0,    0,    0
  344,20161210,   54,   90,   82,   67,   99,    0,    0,   73,   35,   15
  344,20161211,   52,  100,   85,   45,  104,    9,   11,   13,   15,   13
  344,20161212,   29,   50,   59,   14,   89,   17,   22,    0,   -1,   -1
  344,20161213,   39,   50,   67,   56,   76,    2,    3,    0,   -1,   -1
  344,20161214,   24,   40,   75,   33,   97,   41,   52,    0,    0,    0
  344,20161215,   38,   50,   59,   42,   74,    0,    0,    0,    0,    0
  344,20161216,   24,   30,   63,   36,   93,   24,   31,    0,    0,    0
